type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,eventID,eventDate,samplingProtocol,locationID,waterBody,countryCode,stateProvince,municipality,minimumDepthInMeters,maximumDepthInMeters,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimLatitude,verbatimLongitude,verbatimSRS,verbatimCoordinateSystem
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21439533,2006-09-15,transect monitoring,C05.142,MAAS I+II+III,BE,Limburg,Maasmechelen,0,0,centroïde MAAS I,50.92869,5.73162,WGS84,100,180701,245808,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21439534,2007-09-14,transect monitoring,C05.142,MAAS I+II+III,BE,Limburg,Maasmechelen,0,0,centroïde MAAS I,50.92869,5.73162,WGS84,100,180701,245808,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21439536,2008-09-20,transect monitoring,C05.142,MAAS I+II+III,BE,Limburg,Maasmechelen,0,0,centroïde MAAS I,50.92869,5.73162,WGS84,100,180701,245808,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21439532,2006-09-15,transect monitoring,C05.143,MAAS I+II+III,BE,Limburg,Dilsen-Stokkem,0,0,centroïde MAAS II,51.02956,5.76274,WGS84,100,191960,247785,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21439535,2007-09-14,transect monitoring,C05.143,MAAS I+II+III,BE,Limburg,Dilsen-Stokkem,0,0,centroïde MAAS II,51.02956,5.76274,WGS84,100,191960,247785,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21439537,2008-09-20,transect monitoring,C05.143,MAAS I+II+III,BE,Limburg,Dilsen-Stokkem,0,0,centroïde MAAS II,51.02956,5.76274,WGS84,100,191960,247785,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21590719,2012-06-14,transect monitoring,TR1000.1,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Damme,0,1.6,,51.30557,3.37203,WGS84,100,222214,80492,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21748054,2016-07-27,transect monitoring,TR1000.1,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Damme,0,2,,51.30557,3.37203,WGS84,100,222214,80492,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21871223,2019-07-01,transect monitoring,TR1000.1,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Damme,0,,,51.30557,3.37203,WGS84,100,222214,80492,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21590717,2012-06-19,transect monitoring,TR1000.2,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Damme,0,1.8,,51.29133,3.33678,WGS84,100,220664,78012,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21748055,2016-07-27,transect monitoring,TR1000.2,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Damme,0,2,,51.29133,3.33678,WGS84,100,220664,78012,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21871224,2019-07-01,transect monitoring,TR1000.2,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Damme,0,,,51.29133,3.33678,WGS84,100,220664,78012,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21590720,2012-06-14,transect monitoring,TR1000.3,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Brugge,0,2,,51.22558,3.24207,WGS84,100,213445,71295,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21748056,2016-07-27,transect monitoring,TR1000.3,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Brugge,0,1.7,,51.22558,3.24207,WGS84,100,213445,71295,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21871251,2019-07-09,transect monitoring,TR1000.3,KANAAL VAN BRUGGE NAAR SLUIS,BE,West Flanders,Brugge,0,,,51.22558,3.24207,WGS84,100,213445,71295,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21345182,2007-06-15,transect monitoring,TR100400.1,WARMBEEK,BE,Limburg,Hamont-Achel,0,1.5,"Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",51.29690,5.48637,WGS84,100,221371,227952,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21512240,2010-06-18,transect monitoring,TR100400.1,WARMBEEK,BE,Limburg,Hamont-Achel,0,1,"Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",51.29690,5.48637,WGS84,100,221371,227952,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626849,2013-06-14,transect monitoring,TR100400.1,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.8,"Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",51.29690,5.48637,WGS84,100,221371,227952,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21724858,2016-06-28,transect monitoring,TR100400.1,WARMBEEK,BE,Limburg,Hamont-Achel,0,1.2,"Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",51.29690,5.48637,WGS84,100,221371,227952,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830902,2018-07-23,transect monitoring,TR100400.1,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.5,"Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",51.29690,5.48637,WGS84,100,221371,227952,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21905280,2020-05-28,transect monitoring,TR100400.1,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.7,"Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",51.29690,5.48637,WGS84,100,221371,227952,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21345183,2007-06-15,transect monitoring,TR100400.2,WARMBEEK,BE,Limburg,Hamont-Achel,0,1.3,"Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",51.26630,5.49274,WGS84,100,217974,228448,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21512241,2010-06-18,transect monitoring,TR100400.2,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.8,"Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",51.26630,5.49274,WGS84,100,217974,228448,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626850,2013-06-14,transect monitoring,TR100400.2,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.8,"Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",51.26630,5.49274,WGS84,100,217974,228448,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21724859,2016-06-28,transect monitoring,TR100400.2,WARMBEEK,BE,Limburg,Hamont-Achel,0,1.2,"Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",51.26630,5.49274,WGS84,100,217974,228448,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830903,2018-07-23,transect monitoring,TR100400.2,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.3,"Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",51.26630,5.49274,WGS84,100,217974,228448,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21905281,2020-05-28,transect monitoring,TR100400.2,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.4,"Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",51.26630,5.49274,WGS84,100,217974,228448,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21345184,2007-06-22,transect monitoring,TR100400.3,WARMBEEK,BE,Limburg,Pelt,0,1.5,"St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",51.24126,5.49513,WGS84,100,215191,228657,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21512242,2010-05-20,transect monitoring,TR100400.3,WARMBEEK,BE,Limburg,Pelt,0,0.7,"St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",51.24126,5.49513,WGS84,100,215191,228657,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626851,2013-06-14,transect monitoring,TR100400.3,WARMBEEK,BE,Limburg,Pelt,0,0.5,"St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",51.24126,5.49513,WGS84,100,215191,228657,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21724860,2016-06-28,transect monitoring,TR100400.3,WARMBEEK,BE,Limburg,Pelt,0,1.3,"St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",51.24126,5.49513,WGS84,100,215191,228657,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830904,2018-07-23,transect monitoring,TR100400.3,WARMBEEK,BE,Limburg,Pelt,0,0.6,"St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",51.24126,5.49513,WGS84,100,215191,228657,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21905279,2020-05-28,transect monitoring,TR100400.3,WARMBEEK,BE,Limburg,Pelt,0,0.4,"St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",51.24126,5.49513,WGS84,100,215191,228657,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21542247,2011-05-26,transect monitoring,TR100400.4,WARMBEEK,BE,Limburg,Pelt,0,0.5,"St-Huibrechts-Lille, Geuskens, begin traject 20m opw molen",51.23919,5.49365,WGS84,100,214959,228557,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21542249,2011-09-09,transect monitoring,TR100400.4,WARMBEEK,BE,Limburg,Pelt,0,0.8,"St-Huibrechts-Lille, Geuskens, begin traject 20m opw molen",51.23919,5.49365,WGS84,100,214959,228557,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626852,2013-06-18,transect monitoring,TR100400.4,WARMBEEK,BE,Limburg,Pelt,0,1,"St-Huibrechts-Lille, Geuskens, begin traject 20m opw molen",51.23919,5.49365,WGS84,100,214959,228557,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21542248,2011-05-26,transect monitoring,TR100400.5,WARMBEEK,BE,Limburg,Pelt,0,0.7,"St-Huibrechts-Lille, Geuskens, opw brug, einde traject aan molen",51.24024,5.49524,WGS84,100,215077,228666,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21542250,2011-09-09,transect monitoring,TR100400.5,WARMBEEK,BE,Limburg,Pelt,0,1,"St-Huibrechts-Lille, Geuskens, opw brug, einde traject aan molen",51.24024,5.49524,WGS84,100,215077,228666,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626853,2013-06-18,transect monitoring,TR100400.5,WARMBEEK,BE,Limburg,Pelt,0,0.7,"St-Huibrechts-Lille, Geuskens, opw brug, einde traject aan molen",51.24024,5.49524,WGS84,100,215077,228666,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21636661,2013-06-18,transect monitoring,TR100400.6,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.9,"Achel, De Eilandjes, begin traj 10m opw brug",51.25201,5.49357,WGS84,100,216385,228530,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830905,2018-07-24,transect monitoring,TR100400.7,WARMBEEK,BE,Limburg,Hamont-Achel,0,0.9,50m opw brug aan vistrap molen de Mulke,51.27168,5.49770,WGS84,100,218578,228785,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21345185,2007-07-09,transect monitoring,TR102500.1,WARMBEEK L1,BE,Limburg,Pelt,0,0.5,"St-Huibrechts-Lille, Bosuilstr, via parking to 'De Bosuil', begin aan einde afsluiting",51.22361,5.49389,WGS84,100,213226,228600,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21512243,2010-06-17,transect monitoring,TR102500.1,WARMBEEK L1,BE,Limburg,Pelt,0,0.4,"St-Huibrechts-Lille, Bosuilstr, via parking to 'De Bosuil', begin aan einde afsluiting",51.22361,5.49389,WGS84,100,213226,228600,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626846,2013-06-11,transect monitoring,TR102500.1,WARMBEEK L1,BE,Limburg,Pelt,0,0.5,"St-Huibrechts-Lille, Bosuilstr, via parking to 'De Bosuil', begin aan einde afsluiting",51.22361,5.49389,WGS84,100,213226,228600,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21727637,2016-07-06,transect monitoring,TR102500.1,WARMBEEK L1,BE,Limburg,Pelt,0,0.4,"St-Huibrechts-Lille, Bosuilstr, via parking to 'De Bosuil', begin aan einde afsluiting",51.22361,5.49389,WGS84,100,213226,228600,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830906,2018-07-24,transect monitoring,TR102500.1,WARMBEEK L1,BE,Limburg,Pelt,0,0.2,"St-Huibrechts-Lille, Bosuilstr, via parking to 'De Bosuil', begin aan einde afsluiting",51.22361,5.49389,WGS84,100,213226,228600,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21961370,2021-08-04,transect monitoring,TR102500.1,WARMBEEK L1,BE,Limburg,Pelt,0,0.6,"St-Huibrechts-Lille, Bosuilstr, via parking to 'De Bosuil', begin aan einde afsluiting",51.22361,5.49389,WGS84,100,213226,228600,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21345186,2007-07-09,transect monitoring,TR102500.2,WARMBEEK L1,BE,Limburg,Bocholt,0,0.6,"Kaulille, 5m opw brug en 102500",51.19681,5.49539,WGS84,100,210246,228750,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21512244,2010-05-20,transect monitoring,TR102500.2,WARMBEEK L1,BE,Limburg,Bocholt,0,0.4,"Kaulille, 5m opw brug en 102500",51.19681,5.49539,WGS84,100,210246,228750,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626847,2013-06-11,transect monitoring,TR102500.2,WARMBEEK L1,BE,Limburg,Bocholt,0,0.4,"Kaulille, 5m opw brug en 102500",51.19681,5.49539,WGS84,100,210246,228750,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21727638,2016-07-06,transect monitoring,TR102500.2,WARMBEEK L1,BE,Limburg,Bocholt,0,0.5,"Kaulille, 5m opw brug en 102500",51.19681,5.49539,WGS84,100,210246,228750,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830907,2018-07-24,transect monitoring,TR102500.2,WARMBEEK L1,BE,Limburg,Bocholt,0,0.2,"Kaulille, 5m opw brug en 102500",51.19681,5.49539,WGS84,100,210246,228750,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21961371,2021-08-04,transect monitoring,TR102500.2,WARMBEEK L1,BE,Limburg,Bocholt,0,0.3,"Kaulille, 5m opw brug en 102500",51.19681,5.49539,WGS84,100,210246,228750,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21345187,2007-07-06,transect monitoring,TR102500.3,,BE,Limburg,Peer,0,0.3,"Grote Brogel/Peer, afw 103300",51.14705,5.49074,WGS84,100,204706,228509,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21512245,2010-06-17,transect monitoring,TR102500.3,,BE,Limburg,Peer,0,0.25,"Grote Brogel/Peer, afw 103300",51.14705,5.49074,WGS84,100,204706,228509,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21458610,2009-09-04,transect monitoring,TR102500.4,WARMBEEK L1,BE,Limburg,Bocholt,0,0.5,Kaulille; verlengde Molenstraat; einde traject 5m afw brug,51.18355,5.50125,WGS84,100,208778,229182,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21596707,2012-05-30,transect monitoring,TR102500.4,WARMBEEK L1,BE,Limburg,Bocholt,0,0.3,Kaulille; verlengde Molenstraat; einde traject 5m afw brug,51.18355,5.50125,WGS84,100,208778,229182,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21626848,2013-06-11,transect monitoring,TR102500.4,WARMBEEK L1,BE,Limburg,Bocholt,0,0.4,Kaulille; verlengde Molenstraat; einde traject 5m afw brug,51.18355,5.50125,WGS84,100,208778,229182,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21727636,2016-07-06,transect monitoring,TR102500.4,WARMBEEK L1,BE,Limburg,Bocholt,0,0.6,Kaulille; verlengde Molenstraat; einde traject 5m afw brug,51.18355,5.50125,WGS84,100,208778,229182,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21830908,2018-07-24,transect monitoring,TR102500.4,WARMBEEK L1,BE,Limburg,Bocholt,0,0.15,Kaulille; verlengde Molenstraat; einde traject 5m afw brug,51.18355,5.50125,WGS84,100,208778,229182,EPSG:31370,Belgian Lambert 72
Event,en,https://creativecommons.org/licenses/by/4.0/,VMM,http://www.inbo.be/en/norms-for-data-use,https://doi.org/10.15468/8e9te4,VMM,"VMM - Inland water macrophyte occurrences in Flanders, Belgium",21961372,2021-08-04,transect monitoring,TR102500.4,WARMBEEK L1,BE,Limburg,Bocholt,0,0.7,Kaulille; verlengde Molenstraat; einde traject 5m afw brug,51.18355,5.50125,WGS84,100,208778,229182,EPSG:31370,Belgian Lambert 72
